2025-06-15 03:12:47,812 INFO {/home/zsy/nuplan-devkit/nuplan/planning/script/builders/worker_pool_builder.py:19}  Building WorkerPool...
2025-06-15 03:12:51,702 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:29.91288716959476, v_t:6.306224804849031, a_t:0.1998292411800655, time:1.0, condition_type:lead_car
2025-06-15 03:12:51,702 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=17.592592309233584, s_t=29.91288716959476, v_t=6.306224804849031, a_t=0.1998292411800655, time=1.0
2025-06-15 03:12:51,702 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:29.91288716959476, v_t:6.306224804849031, a_t:0.1598633929440524, time:1.25, condition_type:lead_car
2025-06-15 03:12:51,702 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=18.389196628222216, s_t=29.91288716959476, v_t=6.306224804849031, a_t=0.1598633929440524, time=1.25
2025-06-15 03:12:51,702 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:29.91288716959476, v_t:6.306224804849031, a_t:0.13321949412004366, time:1.5, condition_type:lead_car
2025-06-15 03:12:51,702 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=19.185800947210844, s_t=29.91288716959476, v_t=6.306224804849031, a_t=0.13321949412004366, time=1.5
2025-06-15 03:12:51,702 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:29.91288716959476, v_t:6.306224804849031, a_t:0.11418813781718029, time:1.75, condition_type:lead_car
2025-06-15 03:12:51,702 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=19.98240526619948, s_t=29.91288716959476, v_t=6.306224804849031, a_t=0.11418813781718029, time=1.75
2025-06-15 03:12:51,702 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:29.91288716959476, v_t:6.306224804849031, a_t:0.09991462059003275, time:2.0, condition_type:lead_car
2025-06-15 03:12:51,702 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=20.779009585188113, s_t=29.91288716959476, v_t=6.306224804849031, a_t=0.09991462059003275, time=2.0
2025-06-15 03:12:51,702 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:29.91288716959476, v_t:6.306224804849031, a_t:0.08881299608002911, time:2.25, condition_type:lead_car
2025-06-15 03:12:51,702 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=21.57561390417674, s_t=29.91288716959476, v_t=6.306224804849031, a_t=0.08881299608002911, time=2.25
2025-06-15 03:12:51,702 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:29.91288716959476, v_t:6.306224804849031, a_t:0.0799316964720262, time:2.5, condition_type:lead_car
2025-06-15 03:12:51,702 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=22.372218223165376, s_t=29.91288716959476, v_t=6.306224804849031, a_t=0.0799316964720262, time=2.5
2025-06-15 03:12:51,702 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:29.91288716959476, v_t:6.306224804849031, a_t:0.07266517861093291, time:2.75, condition_type:lead_car
2025-06-15 03:12:51,702 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=23.168822542154004, s_t=29.91288716959476, v_t=6.306224804849031, a_t=0.07266517861093291, time=2.75
2025-06-15 03:12:51,702 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:29.91288716959476, v_t:6.306224804849031, a_t:0.06660974706002183, time:3.0, condition_type:lead_car
2025-06-15 03:12:51,702 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=23.96542686114263, s_t=29.91288716959476, v_t=6.306224804849031, a_t=0.06660974706002183, time=3.0
2025-06-15 03:12:51,702 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:29.91288716959476, v_t:6.306224804849031, a_t:0.06148592036309708, time:3.25, condition_type:lead_car
2025-06-15 03:12:51,702 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=24.762031180131267, s_t=29.91288716959476, v_t=6.306224804849031, a_t=0.06148592036309708, time=3.25
2025-06-15 03:12:51,702 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:29.91288716959476, v_t:6.306224804849031, a_t:0.057094068908590145, time:3.5, condition_type:lead_car
2025-06-15 03:12:51,702 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=25.5586354991199, s_t=29.91288716959476, v_t=6.306224804849031, a_t=0.057094068908590145, time=3.5
2025-06-15 03:12:51,702 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:29.91288716959476, v_t:6.306224804849031, a_t:0.05328779764801747, time:3.75, condition_type:lead_car
2025-06-15 03:12:51,702 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=26.355239818108537, s_t=29.91288716959476, v_t=6.306224804849031, a_t=0.05328779764801747, time=3.75
2025-06-15 03:12:51,702 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:29.91288716959476, v_t:6.306224804849031, a_t:0.04995731029501638, time:4.0, condition_type:lead_car
2025-06-15 03:12:51,702 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=27.151844137097164, s_t=29.91288716959476, v_t=6.306224804849031, a_t=0.04995731029501638, time=4.0
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=42.97249600235248, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=52.39810605322427, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=63.47716325651471, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=76.3102839293952, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=90.99808438903713, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=107.64118095261192, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=126.34018993729092, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=147.19572766024555, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=170.30841043864717, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=195.77885458966725, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,703 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,704 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,704 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,704 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,704 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,704 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,704 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,704 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,704 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,704 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:51,704 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=213, lead_s=36.21911197444379
2025-06-15 03:12:52,064 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:156}  Negative initial velocity: s_dot_set[0]=-6.4720167867258604, using absolute value
2025-06-15 03:12:54,916 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:235}  end_conditions:16
2025-06-15 03:12:54,916 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.7931286237325068, time:0.25, condition_type:lead_car
2025-06-15 03:12:54,916 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.3965643118662534, time:0.5, condition_type:lead_car
2025-06-15 03:12:54,916 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.2643762079108356, time:0.75, condition_type:lead_car
2025-06-15 03:12:54,916 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.1982821559331267, time:1.0, condition_type:lead_car
2025-06-15 03:12:54,916 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.15862572474650136, time:1.25, condition_type:lead_car
2025-06-15 03:12:54,916 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=17.460610450706486, s_t=30.06849239123289, v_t=6.273734630792734, a_t=-0.15862572474650136, time=1.25
2025-06-15 03:12:54,916 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.1321881039554178, time:1.5, condition_type:lead_car
2025-06-15 03:12:54,916 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=18.236565523058367, s_t=30.06849239123289, v_t=6.273734630792734, a_t=-0.1321881039554178, time=1.5
2025-06-15 03:12:54,917 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.11330408910464383, time:1.75, condition_type:lead_car
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=19.012520595410244, s_t=30.06849239123289, v_t=6.273734630792734, a_t=-0.11330408910464383, time=1.75
2025-06-15 03:12:54,917 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.09914107796656335, time:2.0, condition_type:lead_car
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=19.78847566776212, s_t=30.06849239123289, v_t=6.273734630792734, a_t=-0.09914107796656335, time=2.0
2025-06-15 03:12:54,917 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.0881254026369452, time:2.25, condition_type:lead_car
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=20.564430740114002, s_t=30.06849239123289, v_t=6.273734630792734, a_t=-0.0881254026369452, time=2.25
2025-06-15 03:12:54,917 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.07931286237325068, time:2.5, condition_type:lead_car
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=21.340385812465875, s_t=30.06849239123289, v_t=6.273734630792734, a_t=-0.07931286237325068, time=2.5
2025-06-15 03:12:54,917 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.07210260215750063, time:2.75, condition_type:lead_car
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=22.116340884817756, s_t=30.06849239123289, v_t=6.273734630792734, a_t=-0.07210260215750063, time=2.75
2025-06-15 03:12:54,917 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.0660940519777089, time:3.0, condition_type:lead_car
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=22.892295957169637, s_t=30.06849239123289, v_t=6.273734630792734, a_t=-0.0660940519777089, time=3.0
2025-06-15 03:12:54,917 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.06100989413326975, time:3.25, condition_type:lead_car
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=23.668251029521514, s_t=30.06849239123289, v_t=6.273734630792734, a_t=-0.06100989413326975, time=3.25
2025-06-15 03:12:54,917 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.056652044552321916, time:3.5, condition_type:lead_car
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=24.444206101873387, s_t=30.06849239123289, v_t=6.273734630792734, a_t=-0.056652044552321916, time=3.5
2025-06-15 03:12:54,917 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.05287524158216712, time:3.75, condition_type:lead_car
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=25.22016117422527, s_t=30.06849239123289, v_t=6.273734630792734, a_t=-0.05287524158216712, time=3.75
2025-06-15 03:12:54,917 INFO {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:239}  s_t:30.06849239123289, v_t:6.273734630792734, a_t:-0.049570538983281676, time:4.0, condition_type:lead_car
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:254}  Invalid velocity in path: v=25.996116246577145, s_t=30.06849239123289, v_t=6.273734630792734, a_t=-0.049570538983281676, time=4.0
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=36.47051883501187, lead_s=36.342227022025625
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=44.2671956763714, lead_s=36.342227022025625
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=53.554484579793325, lead_s=36.342227022025625
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=64.42834720975947, lead_s=36.342227022025625
2025-06-15 03:12:54,917 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=76.98474523075164, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=91.31964030725172, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=107.52899410374151, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=125.70876828470284, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=145.95492451461755, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=168.36342445796745, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=193.03022977923445, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=214, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=214, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=214, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=214, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=214, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=214, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=214, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=214, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=214, lead_s=36.342227022025625
2025-06-15 03:12:54,918 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=214, lead_s=36.342227022025625
2025-06-15 03:12:54,919 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=214, lead_s=36.342227022025625
2025-06-15 03:12:54,919 WARNING {/home/zsy/nuplan-devkit/nuplan/planning/simulation/planner/project2/my_planner.py:369}  Trajectory exceeds lead car: s=214, lead_s=36.342227022025625
